1553;JUNGLE;JACKALOPE,TIGER
1764;JUNGLE;MONKEY,TARSIER
1775;SAVANNAH;OWL,TARSIER
1494;JUNGLE;JACKALOPE,JACKALOPE
1701;SAVANNAH;LEOPARD,LEOPARD
1018;TUNDRA;WHITE_GORILLA,TURTLE
1620;SAVANNAH;LEOPARD,TIGER,TIGER
1524;SAVANNAH;TARSIER,WHITE_TIGER,TARSIER
1600;TUNDRA;LYNX
1331;JUNGLE;MONKEY,JACKALOPE,TIGER
1323;SAVANNAH;TARSIER
1193;JUNGLE;WHITE_TIGER,OWL
1159;TUNDRA;BUFFALO,MONKEY,TURTLE
1391;TUNDRA;JACKALOPE,GORILLA,MONKEY
1941;SAVANNAH;OWL,MONKEY,TIGER
1772;TUNDRA;BUFFALO
1265;SAVANNAH;WHITE_TIGER
1017;TUNDRA;WHITE_TIGER,BUFFALO,LYNX
1408;JUNGLE;MONKEY
1337;TUNDRA;GORILLA
1000;JUNGLE;WHITE_TIGER,SNAKE,WHITE_TIGER
1143;SAVANNAH;WHITE_TIGER
1141;JUNGLE;MONKEY,LYNX
1910;JUNGLE;OWL
1073;SAVANNAH;TIGER
1657;TUNDRA;WHITE_TIGER,JACKALOPE
1226;TUNDRA;JACKALOPE
1932;TUNDRA;WHITE_TIGER
1749;TUNDRA;BUFFALO
1794;JUNGLE;OWL
1809;TUNDRA;LYNX
1796;SAVANNAH;JACKALOPE
1452;JUNGLE;TARSIER
1899;TUNDRA;TARSIER,GORILLA
1491;SAVANNAH;SNAKE,GORILLA,LEOPARD
1819;SAVANNAH;BUFFALO,TURTLE,JACKALOPE
1314;SAVANNAH;LYNX,OWL
1970;JUNGLE;LYNX
1037;SAVANNAH;OWL
1188;SAVANNAH;SNAKE
1778;TUNDRA;TARSIER
1285;TUNDRA;SNAKE
1958;TUNDRA;BUFFALO,TIGER
1282;TUNDRA;LEOPARD,JACKALOPE,TARSIER
1807;TUNDRA;MONKEY,MONKEY,WHITE_TIGER
1823;JUNGLE;LEOPARD,LEOPARD,TARSIER
1580;TUNDRA;WHITE_GORILLA,WHITE_GORILLA,BUFFALO
1986;JUNGLE;LEOPARD,TURTLE
1858;JUNGLE;LEOPARD
1601;JUNGLE;BUFFALO,TARSIER,WHITE_GORILLA
1246;TUNDRA;TURTLE,JACKALOPE
1843;TUNDRA;JACKALOPE,TARSIER,WHITE_GORILLA
1500;TUNDRA;WHITE_TIGER,LEOPARD
1374;SAVANNAH;TURTLE,BUFFALO
1210;SAVANNAH;TARSIER
1907;SAVANNAH;JACKALOPE,GORILLA,LYNX
1431;SAVANNAH;SNAKE,TARSIER
1173;SAVANNAH;GORILLA
1533;JUNGLE;MONKEY,LYNX,BUFFALO
1821;SAVANNAH;WHITE_TIGER
1066;JUNGLE;TIGER
1743;SAVANNAH;TURTLE
1386;SAVANNAH;JACKALOPE
1435;TUNDRA;BUFFALO,WHITE_TIGER
1438;SAVANNAH;WHITE_GORILLA
1175;JUNGLE;BUFFALO
1121;SAVANNAH;SNAKE
1136;JUNGLE;MONKEY,TIGER,OWL
1835;SAVANNAH;WHITE_GORILLA,BUFFALO
1699;JUNGLE;TURTLE,TIGER,GORILLA
1036;SAVANNAH;OWL
1885;JUNGLE;JACKALOPE
1646;TUNDRA;SNAKE,TIGER,TARSIER
1460;TUNDRA;LEOPARD
1883;SAVANNAH;JACKALOPE
1366;JUNGLE;MONKEY
1513;SAVANNAH;TURTLE,GORILLA
1630;JUNGLE;TIGER
1668;TUNDRA;TIGER
1172;SAVANNAH;TURTLE,JACKALOPE
1510;JUNGLE;TARSIER,WHITE_TIGER,LYNX
1361;JUNGLE;BUFFALO,WHITE_TIGER,LYNX
1545;TUNDRA;LEOPARD,MONKEY
1080;JUNGLE;TIGER,GORILLA
1055;SAVANNAH;OWL,TURTLE
1174;SAVANNAH;WHITE_TIGER
1841;JUNGLE;MONKEY
1363;JUNGLE;LEOPARD
1301;TUNDRA;OWL,TURTLE,JACKALOPE
1683;TUNDRA;JACKALOPE
1361;JUNGLE;TURTLE,TARSIER
1282;JUNGLE;SNAKE
1180;TUNDRA;LEOPARD
1040;SAVANNAH;SNAKE
1894;JUNGLE;GORILLA
1455;TUNDRA;TARSIER,JACKALOPE,BUFFALO
1707;JUNGLE;WHITE_GORILLA,TARSIER,SNAKE
1613;JUNGLE;SNAKE,LYNX,TARSIER
1888;JUNGLE;SNAKE,TURTLE
1847;TUNDRA;WHITE_GORILLA,WHITE_GORILLA
1776;JUNGLE;TARSIER
1831;JUNGLE;LYNX,BUFFALO,SNAKE
1841;SAVANNAH;BUFFALO,LEOPARD,TIGER
1649;JUNGLE;MONKEY,TURTLE,MONKEY
1902;TUNDRA;GORILLA
1508;JUNGLE;SNAKE
1427;TUNDRA;LYNX
1954;TUNDRA;MONKEY
1845;JUNGLE;MONKEY,WHITE_GORILLA
1000;JUNGLE;TIGER,SNAKE,BUFFALO
1176;SAVANNAH;LEOPARD
1424;SAVANNAH;GORILLA,TURTLE,JACKALOPE
1709;SAVANNAH;WHITE_TIGER,WHITE_TIGER
1117;SAVANNAH;JACKALOPE
1243;SAVANNAH;SNAKE,JACKALOPE
1483;SAVANNAH;GORILLA,LYNX,TURTLE
1310;TUNDRA;JACKALOPE
1594;SAVANNAH;BUFFALO,TIGER
1031;TUNDRA;SNAKE,TURTLE,MONKEY
1565;SAVANNAH;MONKEY,WHITE_TIGER,GORILLA
1479;SAVANNAH;BUFFALO,LEOPARD
1775;SAVANNAH;TARSIER
1832;SAVANNAH;TIGER,TARSIER
1018;JUNGLE;TIGER
1260;TUNDRA;GORILLA
1106;SAVANNAH;JACKALOPE,TARSIER,WHITE_GORILLA
1849;TUNDRA;LEOPARD
1752;TUNDRA;SNAKE,SNAKE
1785;SAVANNAH;WHITE_GORILLA,MONKEY
1837;TUNDRA;JACKALOPE,SNAKE,SNAKE
1629;SAVANNAH;SNAKE
1916;JUNGLE;LYNX,BUFFALO
1373;SAVANNAH;LYNX,LYNX,GORILLA
1687;TUNDRA;LYNX,GORILLA
1083;SAVANNAH;LYNX,LEOPARD,MONKEY
1685;JUNGLE;TIGER,WHITE_TIGER
1125;TUNDRA;WHITE_TIGER,TIGER
1944;TUNDRA;BUFFALO,OWL,LYNX
1534;SAVANNAH;MONKEY,WHITE_GORILLA,SNAKE
1374;SAVANNAH;OWL,WHITE_GORILLA
1068;TUNDRA;TIGER,TARSIER
1216;SAVANNAH;GORILLA
1636;SAVANNAH;TURTLE
1634;JUNGLE;BUFFALO
1276;JUNGLE;OWL,LYNX
1683;SAVANNAH;GORILLA,SNAKE,JACKALOPE
1976;JUNGLE;WHITE_TIGER,BUFFALO
1956;TUNDRA;TARSIER,OWL,OWL
1984;TUNDRA;BUFFALO
1135;TUNDRA;GORILLA,MONKEY,WHITE_GORILLA
1165;TUNDRA;LEOPARD
1857;SAVANNAH;GORILLA
1506;SAVANNAH;WHITE_GORILLA,LEOPARD,WHITE_GORILLA
1165;TUNDRA;LYNX
1166;SAVANNAH;SNAKE,WHITE_GORILLA,TURTLE
1018;TUNDRA;LEOPARD
1218;JUNGLE;TARSIER,SNAKE
1838;SAVANNAH;LEOPARD,LYNX
1459;JUNGLE;LEOPARD,OWL,TARSIER
1507;JUNGLE;LYNX,GORILLA,TIGER
1164;JUNGLE;TARSIER,GORILLA
1482;SAVANNAH;LYNX
1484;SAVANNAH;BUFFALO,BUFFALO
1903;TUNDRA;WHITE_GORILLA,LYNX
1661;SAVANNAH;GORILLA,OWL,TARSIER
1937;TUNDRA;TARSIER,TARSIER
1845;SAVANNAH;SNAKE,TURTLE
1907;TUNDRA;SNAKE,TARSIER,TURTLE
1742;JUNGLE;JACKALOPE,SNAKE,LEOPARD
1493;SAVANNAH;TARSIER,LEOPARD
1216;SAVANNAH;WHITE_GORILLA,LEOPARD
1682;SAVANNAH;TURTLE,LYNX,WHITE_TIGER
1083;JUNGLE;OWL
1483;TUNDRA;TIGER,WHITE_TIGER,WHITE_TIGER
1777;TUNDRA;BUFFALO,GORILLA,WHITE_GORILLA
1152;SAVANNAH;BUFFALO,MONKEY,JACKALOPE
1071;SAVANNAH;BUFFALO,WHITE_GORILLA,SNAKE
1415;SAVANNAH;WHITE_TIGER,OWL
1288;SAVANNAH;GORILLA
1949;JUNGLE;TARSIER,JACKALOPE
1881;JUNGLE;LEOPARD,TARSIER,BUFFALO
1498;JUNGLE;TURTLE,BUFFALO,MONKEY
1844;SAVANNAH;WHITE_TIGER
1838;TUNDRA;TIGER
1020;SAVANNAH;TURTLE,MONKEY,SNAKE
1659;JUNGLE;TURTLE,OWL,GORILLA
1866;JUNGLE;TIGER,SNAKE,GORILLA
1336;JUNGLE;JACKALOPE,LYNX
1000;SAVANNAH;WHITE_GORILLA,LYNX
1346;TUNDRA;LEOPARD,OWL,TARSIER
1215;TUNDRA;MONKEY,OWL
1926;JUNGLE;MONKEY
1617;JUNGLE;WHITE_GORILLA
1353;SAVANNAH;TURTLE,TARSIER,TARSIER
1356;SAVANNAH;GORILLA
1600;SAVANNAH;WHITE_GORILLA
1974;SAVANNAH;WHITE_GORILLA,OWL
1084;SAVANNAH;MONKEY,OWL,MONKEY
1023;SAVANNAH;GORILLA,LYNX
1562;TUNDRA;BUFFALO,WHITE_GORILLA,TIGER
1191;JUNGLE;MONKEY,WHITE_GORILLA
1932;TUNDRA;SNAKE
1731;TUNDRA;BUFFALO,OWL
1198;SAVANNAH;TURTLE,TURTLE,JACKALOPE
1389;JUNGLE;WHITE_GORILLA
1682;TUNDRA;WHITE_TIGER,LYNX
1277;TUNDRA;TURTLE,LYNX
1029;JUNGLE;LEOPARD
1546;JUNGLE;TARSIER
1571;TUNDRA;LYNX,WHITE_TIGER,JACKALOPE
1888;JUNGLE;JACKALOPE,JACKALOPE,LYNX
1046;JUNGLE;GORILLA,TARSIER
1372;SAVANNAH;LYNX
1017;TUNDRA;TARSIER,WHITE_GORILLA
1892;TUNDRA;LYNX,OWL
1510;SAVANNAH;TURTLE,JACKALOPE
1129;JUNGLE;TARSIER,MONKEY,LYNX
1780;SAVANNAH;LYNX
1940;JUNGLE;LEOPARD,TARSIER,GORILLA
1448;JUNGLE;SNAKE,JACKALOPE,WHITE_TIGER
1715;TUNDRA;TIGER,TARSIER
1555;JUNGLE;SNAKE,TIGER
1654;SAVANNAH;LYNX
1043;SAVANNAH;TIGER,TIGER
1801;TUNDRA;MONKEY,TARSIER,JACKALOPE
1305;SAVANNAH;TIGER
1404;SAVANNAH;TIGER,LEOPARD,LEOPARD
1762;TUNDRA;TARSIER,WHITE_GORILLA,MONKEY
1553;JUNGLE;WHITE_TIGER,WHITE_GORILLA,LEOPARD
1477;SAVANNAH;WHITE_GORILLA
1413;SAVANNAH;JACKALOPE
1654;TUNDRA;OWL
1383;TUNDRA;TIGER,SNAKE,TIGER
1033;SAVANNAH;WHITE_GORILLA,WHITE_GORILLA
1104;SAVANNAH;SNAKE,WHITE_GORILLA
1459;SAVANNAH;SNAKE
1776;JUNGLE;WHITE_GORILLA
1967;TUNDRA;TARSIER,LEOPARD,WHITE_TIGER
1688;JUNGLE;WHITE_TIGER,MONKEY,TIGER
1728;TUNDRA;JACKALOPE
1811;TUNDRA;BUFFALO,OWL
1325;SAVANNAH;WHITE_GORILLA
1620;TUNDRA;OWL
1886;SAVANNAH;JACKALOPE,JACKALOPE
1783;JUNGLE;BUFFALO
1077;TUNDRA;TIGER,MONKEY
1988;TUNDRA;TIGER,TURTLE,SNAKE
1353;JUNGLE;MONKEY
1766;JUNGLE;OWL
1985;SAVANNAH;LYNX,TARSIER,GORILLA
1416;SAVANNAH;LEOPARD,GORILLA,TIGER
1495;TUNDRA;TURTLE
1329;TUNDRA;JACKALOPE,TIGER,LEOPARD
1773;TUNDRA;SNAKE
1412;TUNDRA;SNAKE
1628;SAVANNAH;JACKALOPE
1766;TUNDRA;WHITE_GORILLA,TURTLE,GORILLA
1937;JUNGLE;BUFFALO,SNAKE
1316;SAVANNAH;TARSIER
1772;JUNGLE;TURTLE,TARSIER
1277;SAVANNAH;TIGER,LYNX
1866;JUNGLE;LEOPARD
1651;SAVANNAH;BUFFALO,MONKEY,LYNX
1589;TUNDRA;BUFFALO,WHITE_GORILLA
1441;JUNGLE;TURTLE
1177;JUNGLE;LYNX,WHITE_GORILLA
1646;SAVANNAH;TARSIER,LEOPARD,TARSIER
1740;JUNGLE;OWL,MONKEY
1144;TUNDRA;JACKALOPE,BUFFALO
1003;SAVANNAH;WHITE_TIGER,TARSIER
1544;JUNGLE;OWL,BUFFALO,OWL
1226;SAVANNAH;GORILLA,JACKALOPE,GORILLA
1000;TUNDRA;WHITE_GORILLA,TARSIER,MONKEY
1553;TUNDRA;JACKALOPE,TIGER,WHITE_GORILLA
1545;SAVANNAH;TARSIER
1034;TUNDRA;GORILLA,JACKALOPE,LYNX
1052;JUNGLE;BUFFALO,LYNX
1349;SAVANNAH;BUFFALO
1728;JUNGLE;MONKEY,LEOPARD,JACKALOPE
1821;JUNGLE;LYNX,TIGER,BUFFALO
1935;SAVANNAH;LEOPARD,LEOPARD,OWL
1843;SAVANNAH;WHITE_GORILLA,TURTLE
1252;JUNGLE;MONKEY
1577;TUNDRA;WHITE_GORILLA,TARSIER,TIGER
1413;SAVANNAH;TARSIER,TIGER,LEOPARD
1283;SAVANNAH;SNAKE
1136;JUNGLE;BUFFALO,LYNX,WHITE_GORILLA
1699;SAVANNAH;MONKEY,MONKEY,GORILLA
1644;TUNDRA;OWL
1438;TUNDRA;WHITE_TIGER
1551;TUNDRA;SNAKE
1300;JUNGLE;WHITE_TIGER,JACKALOPE
1399;SAVANNAH;TIGER,TARSIER,GORILLA
1676;JUNGLE;JACKALOPE,WHITE_GORILLA
1466;SAVANNAH;MONKEY,GORILLA
1270;TUNDRA;LEOPARD,SNAKE
1869;TUNDRA;WHITE_TIGER,TARSIER,OWL
1150;SAVANNAH;LEOPARD,SNAKE
1293;JUNGLE;LYNX,GORILLA,SNAKE
1803;SAVANNAH;WHITE_GORILLA,JACKALOPE,WHITE_TIGER
1813;TUNDRA;TARSIER,LYNX
1397;JUNGLE;MONKEY,TIGER
1693;TUNDRA;TIGER
1351;JUNGLE;TIGER,OWL
1211;JUNGLE;TIGER,LYNX
1607;TUNDRA;WHITE_GORILLA,BUFFALO
1609;TUNDRA;JACKALOPE,JACKALOPE
1142;SAVANNAH;JACKALOPE,TURTLE
1383;JUNGLE;BUFFALO,LEOPARD,WHITE_GORILLA
1580;SAVANNAH;WHITE_GORILLA,MONKEY
1380;SAVANNAH;WHITE_GORILLA,SNAKE
1464;TUNDRA;TIGER
1169;TUNDRA;JACKALOPE
1934;JUNGLE;TARSIER,WHITE_GORILLA
1131;JUNGLE;LYNX,GORILLA
1778;SAVANNAH;TURTLE,MONKEY
1191;SAVANNAH;TARSIER,OWL
1617;TUNDRA;MONKEY
1808;SAVANNAH;TIGER,LYNX
1862;JUNGLE;LEOPARD,MONKEY
1325;JUNGLE;GORILLA
1092;TUNDRA;SNAKE
1260;SAVANNAH;LYNX
1406;JUNGLE;OWL,WHITE_TIGER,MONKEY
1814;TUNDRA;JACKALOPE,JACKALOPE,TIGER
1381;SAVANNAH;OWL,SNAKE,JACKALOPE
1267;JUNGLE;BUFFALO,GORILLA
1924;SAVANNAH;WHITE_TIGER,GORILLA,WHITE_GORILLA
1152;SAVANNAH;MONKEY,LYNX
1008;TUNDRA;LEOPARD,TURTLE,JACKALOPE
1910;TUNDRA;BUFFALO
1550;JUNGLE;TIGER,GORILLA,TURTLE
1420;TUNDRA;MONKEY,TURTLE,WHITE_GORILLA
1763;JUNGLE;TURTLE,TARSIER
1160;TUNDRA;LEOPARD,TIGER
1308;JUNGLE;SNAKE,GORILLA
1065;TUNDRA;WHITE_GORILLA
1749;JUNGLE;TIGER
1904;JUNGLE;WHITE_TIGER,GORILLA,SNAKE
1944;JUNGLE;GORILLA
1484;JUNGLE;LEOPARD,SNAKE
1399;SAVANNAH;WHITE_TIGER,JACKALOPE
1944;TUNDRA;TURTLE
1868;JUNGLE;OWL,BUFFALO
1353;TUNDRA;LEOPARD,SNAKE,BUFFALO
1392;JUNGLE;BUFFALO,GORILLA
1395;JUNGLE;LYNX,TURTLE,MONKEY
1655;TUNDRA;GORILLA,GORILLA
1924;TUNDRA;OWL,WHITE_GORILLA,TURTLE
1757;JUNGLE;TIGER
1538;JUNGLE;WHITE_GORILLA,TARSIER
1433;TUNDRA;BUFFALO,GORILLA,MONKEY
1522;JUNGLE;OWL
1902;TUNDRA;WHITE_GORILLA,BUFFALO,TURTLE
1275;JUNGLE;LYNX,MONKEY
1245;SAVANNAH;OWL
1629;SAVANNAH;WHITE_GORILLA,JACKALOPE,TURTLE
1507;TUNDRA;MONKEY,MONKEY
1365;SAVANNAH;LEOPARD
1711;TUNDRA;OWL,TURTLE,TARSIER
1990;JUNGLE;MONKEY,TARSIER
1284;JUNGLE;OWL,TIGER,TIGER
1250;TUNDRA;WHITE_GORILLA
1003;TUNDRA;SNAKE,WHITE_TIGER
1228;SAVANNAH;LYNX,LEOPARD,LEOPARD
1779;JUNGLE;TIGER
1529;SAVANNAH;TARSIER,TARSIER
1746;JUNGLE;MONKEY,TIGER,TURTLE
1731;TUNDRA;TARSIER,WHITE_GORILLA,BUFFALO
1776;TUNDRA;LYNX,TARSIER
1208;SAVANNAH;GORILLA,LEOPARD
1678;TUNDRA;SNAKE
1234;JUNGLE;JACKALOPE,OWL,TARSIER
1128;JUNGLE;SNAKE
1172;JUNGLE;SNAKE
1631;JUNGLE;TURTLE,SNAKE,OWL
1239;TUNDRA;JACKALOPE,SNAKE
1519;TUNDRA;TURTLE
1326;SAVANNAH;MONKEY,JACKALOPE,WHITE_TIGER
1246;JUNGLE;BUFFALO
1829;TUNDRA;TIGER,BUFFALO
1646;TUNDRA;TIGER,LYNX
1729;JUNGLE;JACKALOPE,WHITE_GORILLA
1516;TUNDRA;JACKALOPE,WHITE_TIGER
1513;TUNDRA;LEOPARD,JACKALOPE,TIGER
1082;TUNDRA;WHITE_TIGER,TARSIER
1836;SAVANNAH;GORILLA,JACKALOPE
1817;SAVANNAH;OWL,TURTLE
1708;SAVANNAH;JACKALOPE
1642;JUNGLE;TARSIER,TARSIER,TIGER
1021;SAVANNAH;LYNX,WHITE_GORILLA
1907;SAVANNAH;TARSIER,OWL
1538;JUNGLE;WHITE_TIGER,LYNX
1444;TUNDRA;OWL
1655;JUNGLE;BUFFALO
1645;SAVANNAH;LYNX,TARSIER
1216;SAVANNAH;OWL,WHITE_GORILLA
1570;TUNDRA;LYNX,SNAKE,TIGER
1035;SAVANNAH;LYNX
1812;JUNGLE;LEOPARD
1244;TUNDRA;TARSIER
1294;SAVANNAH;TARSIER
1791;JUNGLE;WHITE_GORILLA
1107;SAVANNAH;TIGER,GORILLA,LEOPARD
1344;TUNDRA;TURTLE,LEOPARD,GORILLA
1126;SAVANNAH;TIGER,TARSIER
1000;TUNDRA;BUFFALO,JACKALOPE,LYNX
1244;TUNDRA;TURTLE,WHITE_TIGER,WHITE_GORILLA
1311;JUNGLE;LEOPARD,BUFFALO
1079;SAVANNAH;WHITE_TIGER,MONKEY,LYNX
1123;SAVANNAH;TARSIER
1323;TUNDRA;OWL
1517;SAVANNAH;LYNX,SNAKE,JACKALOPE
1827;JUNGLE;TARSIER
1377;TUNDRA;OWL,LEOPARD
1165;JUNGLE;TURTLE,MONKEY
1973;JUNGLE;JACKALOPE,TURTLE,LYNX
1167;TUNDRA;LEOPARD,BUFFALO
1874;SAVANNAH;OWL,BUFFALO,WHITE_TIGER
1031;JUNGLE;WHITE_GORILLA,BUFFALO
1230;SAVANNAH;WHITE_GORILLA
1090;JUNGLE;BUFFALO,SNAKE
1727;SAVANNAH;TIGER,JACKALOPE
1670;JUNGLE;TURTLE
1289;JUNGLE;GORILLA,GORILLA,LEOPARD
1829;JUNGLE;WHITE_TIGER,WHITE_TIGER
1727;SAVANNAH;SNAKE,TURTLE,TARSIER
1793;SAVANNAH;LEOPARD,GORILLA
1715;SAVANNAH;SNAKE,OWL,TIGER
1158;SAVANNAH;GORILLA,TIGER,TIGER
1408;TUNDRA;WHITE_GORILLA
1314;JUNGLE;MONKEY,GORILLA
1047;JUNGLE;OWL
1265;JUNGLE;TARSIER
1590;SAVANNAH;LYNX,WHITE_TIGER,TURTLE
1891;JUNGLE;MONKEY,OWL
1541;JUNGLE;TARSIER
1270;JUNGLE;TARSIER,TIGER
1758;SAVANNAH;WHITE_TIGER,SNAKE,TURTLE
1849;SAVANNAH;SNAKE,LYNX,BUFFALO
1941;SAVANNAH;JACKALOPE
1216;TUNDRA;WHITE_GORILLA,JACKALOPE
1976;SAVANNAH;BUFFALO,BUFFALO,MONKEY
1637;SAVANNAH;GORILLA,LYNX
1153;JUNGLE;SNAKE
1682;TUNDRA;WHITE_GORILLA,LYNX,TARSIER
1722;JUNGLE;TIGER,OWL
1908;TUNDRA;GORILLA,OWL
1471;JUNGLE;WHITE_GORILLA,GORILLA
1706;TUNDRA;TURTLE
1195;JUNGLE;GORILLA,GORILLA
1978;JUNGLE;WHITE_TIGER,SNAKE
1030;JUNGLE;JACKALOPE,LYNX,LYNX
1495;JUNGLE;TURTLE,WHITE_GORILLA,WHITE_TIGER
1152;TUNDRA;WHITE_GORILLA,BUFFALO,WHITE_GORILLA
1578;JUNGLE;WHITE_TIGER
1467;SAVANNAH;JACKALOPE,WHITE_GORILLA,TIGER
1667;TUNDRA;SNAKE,WHITE_GORILLA,TIGER
1535;SAVANNAH;GORILLA,LYNX,OWL
1215;JUNGLE;SNAKE
1854;TUNDRA;LYNX,BUFFALO
1694;TUNDRA;SNAKE
1263;TUNDRA;JACKALOPE,TURTLE
1273;SAVANNAH;OWL,TIGER
